LONGITUDE,OWNER,YEAR,LATITUDE,TREATPLANT,TPSHORT,CLASS,TOTAL_PROD,RW_REUSED,CONTACT,RW_UNUSED,PERCNT_USE,OWNER_URL,RW_UNUSED_
146.57627,North East Water,2023-24,-36.15463,Chiltern treatment plant,Chiltern,C,50.2,22.6,info@newater.com.au,27.6,44.96510468594217,https://www.newater.com.au/,27.14
147.89688,North East Water,2023-24,-36.16962,Corryong treatment plant,Corryong,C,158.2,80,info@newater.com.au,78.2,50.578272135498956,https://www.newater.com.au/,94.4
147.4867845,North East Water,2023-24,-36.53079333,Dartmouth treatment plant,Dartmouth,C,5.9,0,info@newater.com.au,5.9,0,https://www.newater.com.au/,0
146.24604,North East Water,2023-24,-36.47057,Glenrowan treatement plant,Glenrowan,C,30.5,30.5,info@newater.com.au,0,100,https://www.newater.com.au/,0
147.1720049,North East Water,2023-24,-36.73134446,Mount Beauty treatment plant,Mount Beauty,B,227.3,6,info@newater.com.au,221.2,2.648365668030443,https://www.newater.com.au/,245.82
146.3631356,North East Water,2023-24,-36.59082777,Moyhu treatment plant,Moyhu,C,19.6,19.6,info@newater.com.au,0,100,https://www.newater.com.au/,0.78
146.6945157,North East Water,2023-24,-36.5419612,Myrtleford treatment plant,Myrtleford,C,435.5,0,info@newater.com.au,435.5,0,https://www.newater.com.au/,0
147.1722,North East Water,2023-24,-36.21541,Tallangatta treatment plant,Tallangatta,C,126.7,126.7,info@newater.com.au,0,100,https://www.newater.com.au/,24.18
145.87976,North East Water,2023-24,-36.16866,Tungamah treatment plant,Tungamah,C,11.7,11.7,info@newater.com.au,0,100,https://www.newater.com.au/,2.89
146.39881,North East Water,2023-24,-36.00957,Rutherglen / Wahgunyah treatment plant,Wahgunyah,C,228.3,78.2,info@newater.com.au,150.2,34.22677703324136,https://www.newater.com.au/,0
147.745438,North East Water,2023-24,-35.969488,Walwa treatment plant,Walwa,C,4.4,4.400000000000001,info@newater.com.au,0,100,https://www.newater.com.au/,2.81
146.3608406,North East Water,2023-24,-36.34175427,Wangaratta treatment plant,Wangaratta,C,1920.9,852.9,info@newater.com.au,1068,44.40019366224679,https://www.newater.com.au/,1021.99
146.284729,North East Water,2023-24,-36.3684166,Wangaratta Trade waste,Wangaratta TWTP,C,0,0,info@newater.com.au,0,0,https://www.newater.com.au/,0
146.9597452,North East Water,2023-24,-36.15395245,Wodonga treatment plant,Wodonga,B,5054.6,520.2,info@newater.com.au,4534.4,10.291595197255576,https://www.newater.com.au/,4438.17
146.85609,North East Water,2023-24,-36.32518,Yackandandah treatment plant,Yackandandah,C,111.2,64.9,info@newater.com.au,46.2,58.42100530527831,https://www.newater.com.au/,24.29
145.97116,North East Water,2023-24,-36.02339,Yarrawonga treatment plant,Yarrawonga,C,727.1,462.8,info@newater.com.au,264.3,63.65161662976359,https://www.newater.com.au/,114.92
145.336246,South East Water,2023-24,-38.22321301,Blind Bight treatment plant,Blind Bight,C,182.2,182.2,iwmlargewaterusers@sew.com.au ,0,100,https://southeastwater.com.au,0
144.8804557,South East Water,2023-24,-38.40829582,Boneo treatment plant,Boneo,"A,C",4782,1032.8,iwmlargewaterusers@sew.com.au,3749.2,21.596898381855365,https://southeastwater.com.au,4016.73
145.4985244,South East Water,2023-24,-38.21024365,Kooweerup treatment plant,Koo Wee Rup,C,59.9,13.1,iwmlargewaterusers@sew.com.au,46.8,21.869782971619365,https://southeastwater.com.au,19.76
145.555017,South East Water,2023-24,-38.27168189,Lang Lang treatment plant,Lang Lang,"A,C",314.5,237,iwmlargewaterusers@sew.com.au,77.5,75.34764832677354,https://southeastwater.com.au,166.39
145.7447503,South East Water,2023-24,-38.15212366,Longwarry treatment plant,Longwarry,C,488.1,95.8,iwmlargewaterusers@sew.com.au,392.3,19.634314980793853,https://southeastwater.com.au,331.28
145.0569834,South East Water,2023-24,-38.26935863,Mt Martha treatment plant,Mt Martha,"A,C",5076.6,983,iwmlargewaterusers@sew.com.au,4093.6,19.36338958251299,https://southeastwater.com.au,5907.91
145.492158,South East Water,2023-24,-38.11176769,Pakenham treatment plant,Pakenham,"A,C",742.2,742.2,iwmlargewaterusers@sew.com.au,0,100,https://southeastwater.com.au,354.12
145.1654086,South East Water,2023-24,-38.36830762,Somers treatment plant,Somers,"A,C",1951.9,523.7,iwmlargewaterusers@sew.com.au,1428.1,26.831526274884304,https://southeastwater.com.au,1672.35
146.01077,South Gippsland Water,2023-24,-38.58631,Foster treatment plant,Foster,C,157,0,sgwater@sgwater.com.au ,157,0,https://www.sgwater.com.au/,0
145.7920695,South Gippsland Water,2023-24,-38.43210153,Korumburra treatment plant,Korumburra,B,730.5,0,sgwater@sgwater.com.au ,730.5,0,https://www.sgwater.com.au/,763.24
145.9329277,South Gippsland Water,2023-24,-38.48446712,Leongatha Domestic treatment plant,Leongatha (domestic),B,595.5,0,sgwater@sgwater.com.au ,595.5,0,https://www.sgwater.com.au/,635.48
145.931134,South Gippsland Water,2023-24,-38.48714109,Leongatha Trade Waste treatment plant,Leongatha (trade waste),n/a,769.2,0,sgwater@sgwater.com.au ,769.2,0,https://www.sgwater.com.au/,0
146.0338811,South Gippsland Water,2023-24,-38.57951886,Meeniyan treatment plant,Meeniyan,B,46.9,9.6,sgwater@sgwater.com.au ,37.3,20.45614409037621,https://www.sgwater.com.au/,40.55
146.71428,South Gippsland Water,2023-24,-38.60205,Yarram/Tarraville treatment plant,Tarraville,C,220.9,220.9,sgwater@sgwater.com.au ,0,100,https://www.sgwater.com.au/,8.24
146.3341255,South Gippsland Water,2023-24,-38.6742175,Toora treatment plant,Toora,C,59.7,2.6,sgwater@sgwater.com.au ,57.1,4.28913564119312,https://www.sgwater.com.au/,51.98
146.16458,South Gippsland Water,2023-24,-38.79883,Waratah treatment plant,Waratah Bay,C,14.6,14.6,sgwater@sgwater.com.au ,0,100,https://www.sgwater.com.au/,2.2
146.4567307,South Gippsland Water,2023-24,-38.6766037,Welshpool treatment plant,Welshpool,C,75.5,0,sgwater@sgwater.com.au ,75.5,0,https://www.sgwater.com.au/,67.7
145.5611319,South Gippsland Water,2023-24,-38.59607773,Wonthaggi / Cape Paterson / Inverloch treatment plant,Wonthaggi/Inverloch/Cape Paterson,C,1589.7,0,sgwater@sgwater.com.au ,1589.7,0,https://www.sgwater.com.au/,642.2
143.14229,Wannon Water,2023-24,-38.19907,Camperdown Municipal treatment plant,Camperdown Domestic,"B,C",498.3,468.7,info@wannonwater.com.au ,29.3,94.11767066983495,https://www.wannonwater.com.au/,69.54
143.1433197,Wannon Water,2023-24,-38.20826626,Camperdown Industrial treatment plant,Camperdown Industrial,C,28.5,28.5,info@wannonwater.com.au ,0,100,https://www.wannonwater.com.au/,0
141.3994,Wannon Water,2023-24,-37.60347,Casterton treatment plant,Casterton,C,120.3,73.9,info@wannonwater.com.au ,46.3,61.484733586110565,https://www.wannonwater.com.au/,29.37
143.11197,Wannon Water,2023-24,-38.32366,Cobden treatment plant,Cobden,C,189.9,118.1,info@wannonwater.com.au ,71.7,62.22498393874607,https://www.wannonwater.com.au/,118.8
141.67246,Wannon Water,2023-24,-37.59426,Coleraine treatment plant,Coleraine,C,50.8,50.8,info@wannonwater.com.au ,0,100,https://www.wannonwater.com.au/,9.88
142.32224,Wannon Water,2023-24,-37.64948,Dunkeld treatment plant,Dunkeld,C,45.3,30.6,info@wannonwater.com.au ,14.7,67.50496360026473,https://www.wannonwater.com.au/,8.93
142.01188,Wannon Water,2023-24,-37.74648,Hamilton treatment plant,Hamilton,"B,C",907.9,561.8,info@wannonwater.com.au ,346.2,61.86783027013691,https://www.wannonwater.com.au/,286.54
141.6493812,Wannon Water,2023-24,-38.13400321,Heywood treatment plant,Heywood,C,326.6,144.2,info@wannonwater.com.au ,182.5,44.13200014695257,https://www.wannonwater.com.au/,270.82
142.75784,Wannon Water,2023-24,-38.07947,Mortlake treatment plant,Mortlake,C,131.9,89.4,info@wannonwater.com.au ,42.5,67.7645649107373,https://www.wannonwater.com.au/,99.21
142.8576,Wannon Water,2023-24,-38.56277,Peterborough treatment plant,Peterborough,C,17.7,17.7,info@wannonwater.com.au ,0,100,https://www.wannonwater.com.au/,1.95
142.99218,Wannon Water,2023-24,-38.61816,Port Campbell treatment plant,Port Campbell,"B,C",81.5,65.8,info@wannonwater.com.au ,15.7,80.78811686717408,https://www.wannonwater.com.au/,4.29
142.218178,Wannon Water,2023-24,-38.37070421,Port Fairy Domestic treatment plant,Port Fairy Domestic,C,680,0,info@wannonwater.com.au ,680,0,https://www.wannonwater.com.au/,0
142.218178,Wannon Water,2023-24,-38.37070421,Port Fairy GSK treatment plant,Port Fairy Industrial,C,114,0,info@wannonwater.com.au ,114,0,https://www.wannonwater.com.au/,566.1
141.5995027,Wannon Water,2023-24,-38.38356802,Portland treatment plant,Portland,C,1123,0,info@wannonwater.com.au ,1123,0,https://www.wannonwater.com.au/,0
143.2181628,Wannon Water,2023-24,-38.49072884,Simpson treatment plant,Simpson,C,1.7,0,info@wannonwater.com.au ,1.7,0,https://www.wannonwater.com.au/,21.97
142.92788,Wannon Water,2023-24,-38.27356,Terang treatment plant,Terang,"B,C",311.5,164.2,info@wannonwater.com.au ,147.2,52.72984123416757,https://www.wannonwater.com.au/,86.82
142.92641,Wannon Water,2023-24,-38.48035,Timboon treatment plant,Timboon,"B,C",47.1,47.1,info@wannonwater.com.au ,0,100,https://www.wannonwater.com.au/,0
142.45944,Wannon Water,2023-24,-38.3941,Warrnambool treatment plant,Warrnambool,C,6209.9,208.9,info@wannonwater.com.au ,6001,3.363983316961626,https://www.wannonwater.com.au/,5707.34
145.2225741,Westernport Water,2023-24,-38.48757243,Cowes treatment plant,Cowes WWTP,"A,B,C",1355,93,westport@westernportwater.com.au,1262,6.863468634686347,https://www.westernportwater.com.au/,1369.02
145.4655599,Westernport Water,2023-24,-38.43841749,Coronet Bay treatment plant,King Road WWTP,C,227,227,westport@westernportwater.com.au,0,100,https://www.westernportwater.com.au/,77.59
144.9758909,Yarra Valley Water,2023-24,-37.60311859,Aurora treatment plant,Aurora STP,"A,B",0,0,businesscare@yvw.com.au,0,0,https://www.yvw.com.au/,656.86
145.3001471,Yarra Valley Water,2023-24,-37.76702856,Brushy Creek treatment plant,Brushy Creek STP,"A,B",4179,510.8,businesscare@yvw.com.au,3668.3,12.22190370128245,https://www.yvw.com.au/,3860.04
144.943958,Yarra Valley Water,2023-24,-37.59588982,Craigieburn treatment plant,Craigieburn STP,B,0,0,businesscare@yvw.com.au,0,0,https://www.yvw.com.au/,506.43
145.5032355,Yarra Valley Water,2023-24,-37.66903702,Healesville treatment plant,Healesville STP,B,443.3,96.1,businesscare@yvw.com.au,347.2,21.68508630043968,https://www.yvw.com.au/,424.53
145.355716,Yarra Valley Water,2023-24,-37.74592355,Lilydale treatment plant,Lilydale STP,B,3045.2,381.4,businesscare@yvw.com.au,2663.9,12.523561516080942,https://www.yvw.com.au/,2506.55
145.5535132,Yarra Valley Water,2023-24,-37.75770503,Upper Yarra treatment plant,Upper Yarra STP,B,1432.3,260.5,businesscare@yvw.com.au,1171.8,18.18943458666564,https://www.yvw.com.au/,1014.5
144.9989044,Yarra Valley Water,2023-24,-37.43911773,Wallan treatment plant,Wallan STP,"A,B,C",1110,506.9,businesscare@yvw.com.au,603.2,45.66481695012972,https://www.yvw.com.au/,598.74
145.1206781,Yarra Valley Water,2023-24,-37.52495898,Whittlesea treatment plant,Whittlesea STP,B,461.9,253.3,businesscare@yvw.com.au,208,54.96984365461134,https://www.yvw.com.au/,162.17
